dataset,model,n_omics,omic_combination,balanced_accuracy,macro_f1,accuracy,mcc,n_units
TCGA-LGG,mofa,2,mrna+rppa,0.589 +/- 0.033,0.586 +/- 0.032,0.588 +/- 0.032,0.178 +/- 0.067,3
TCGA-LGG,mofa,2,rppa+cnv,0.628 +/- 0.011,0.621 +/- 0.013,0.623 +/- 0.012,0.261 +/- 0.020,3
TCGA-LGG,mofa,2,rppa+mirna,0.561 +/- 0.014,0.557 +/- 0.015,0.559 +/- 0.014,0.123 +/- 0.027,3
TCGA-LGG,mofa,3,dnam+mirna+cnv,0.672 +/- 0.014,0.665 +/- 0.016,0.667 +/- 0.015,0.349 +/- 0.025,3
TCGA-LGG,mofa,3,dnam+rppa+cnv,0.655 +/- 0.013,0.647 +/- 0.014,0.649 +/- 0.013,0.315 +/- 0.025,3
TCGA-LGG,mofa,3,dnam+rppa+mirna,0.643 +/- 0.025,0.638 +/- 0.025,0.640 +/- 0.025,0.288 +/- 0.050,3
TCGA-LGG,mofa,3,mrna+dnam+cnv,0.665 +/- 0.018,0.657 +/- 0.019,0.659 +/- 0.018,0.337 +/- 0.034,3
TCGA-LGG,mofa,3,mrna+dnam+mirna,0.631 +/- 0.090,0.628 +/- 0.088,0.629 +/- 0.089,0.264 +/- 0.183,3
TCGA-LGG,mofa,3,mrna+dnam+rppa,0.584 +/- 0.037,0.580 +/- 0.037,0.581 +/- 0.037,0.169 +/- 0.074,3
TCGA-LGG,mofa,3,mrna+mirna+cnv,0.684 +/- 0.013,0.677 +/- 0.015,0.680 +/- 0.013,0.376 +/- 0.024,3
TCGA-LGG,mofa,3,mrna+rppa+cnv,0.680 +/- 0.007,0.674 +/- 0.010,0.676 +/- 0.009,0.365 +/- 0.009,3
TCGA-LGG,mofa,3,mrna+rppa+mirna,0.634 +/- 0.024,0.630 +/- 0.025,0.631 +/- 0.025,0.271 +/- 0.046,3
TCGA-LGG,mofa,3,rppa+mirna+cnv,0.657 +/- 0.011,0.648 +/- 0.013,0.651 +/- 0.011,0.320 +/- 0.021,3
TCGA-LGG,mofa,4,dnam+rppa+mirna+cnv,0.673 +/- 0.008,0.664 +/- 0.008,0.667 +/- 0.008,0.354 +/- 0.018,3
TCGA-LGG,mofa,4,mrna+dnam+mirna+cnv,0.690 +/- 0.014,0.684 +/- 0.015,0.686 +/- 0.014,0.386 +/- 0.028,3
TCGA-LGG,mofa,4,mrna+dnam+rppa+cnv,0.680 +/- 0.006,0.674 +/- 0.007,0.675 +/- 0.007,0.363 +/- 0.012,3
TCGA-LGG,mofa,4,mrna+dnam+rppa+mirna,0.647 +/- 0.034,0.643 +/- 0.033,0.644 +/- 0.033,0.296 +/- 0.069,3
TCGA-LGG,mofa,4,mrna+rppa+mirna+cnv,0.693 +/- 0.004,0.688 +/- 0.004,0.689 +/- 0.004,0.390 +/- 0.009,3
TCGA-LGG,mofa,5,mrna+dnam+rppa+mirna+cnv,0.686 +/- 0.003,0.680 +/- 0.003,0.681 +/- 0.003,0.377 +/- 0.005,3
TCGA-LGG,pca_logreg,1,cnv,0.610 +/- 0.010,0.590 +/- 0.008,0.600 +/- 0.009,0.235 +/- 0.026,3
TCGA-LGG,pca_logreg,1,dnam,0.654 +/- 0.011,0.650 +/- 0.008,0.651 +/- 0.010,0.310 +/- 0.024,3
TCGA-LGG,pca_logreg,1,mirna,0.646 +/- 0.003,0.639 +/- 0.005,0.641 +/- 0.004,0.298 +/- 0.007,3
TCGA-LGG,pca_logreg,1,mrna,0.670 +/- 0.011,0.664 +/- 0.010,0.666 +/- 0.010,0.345 +/- 0.022,3
TCGA-LGG,pca_logreg,1,rppa,0.609 +/- 0.017,0.595 +/- 0.017,0.601 +/- 0.018,0.227 +/- 0.038,3
TCGA-LGG,pca_logreg,2,dnam+cnv,0.659 +/- 0.001,0.656 +/- 0.001,0.657 +/- 0.001,0.321 +/- 0.003,3
TCGA-LGG,pca_logreg,2,dnam+mirna,0.654 +/- 0.011,0.651 +/- 0.010,0.653 +/- 0.010,0.311 +/- 0.025,3
TCGA-LGG,pca_logreg,2,dnam+rppa,0.662 +/- 0.004,0.659 +/- 0.004,0.659 +/- 0.004,0.325 +/- 0.008,3
TCGA-LGG,pca_logreg,2,mirna+cnv,0.660 +/- 0.012,0.655 +/- 0.012,0.657 +/- 0.012,0.326 +/- 0.022,3
TCGA-LGG,pca_logreg,2,mrna+cnv,0.667 +/- 0.017,0.663 +/- 0.017,0.664 +/- 0.017,0.336 +/- 0.034,3
TCGA-LGG,pca_logreg,2,mrna+dnam,0.686 +/- 0.006,0.684 +/- 0.006,0.685 +/- 0.006,0.373 +/- 0.013,3
TCGA-LGG,pca_logreg,2,mrna+mirna,0.666 +/- 0.004,0.662 +/- 0.004,0.663 +/- 0.004,0.335 +/- 0.007,3
TCGA-LGG,pca_logreg,2,mrna+rppa,0.661 +/- 0.023,0.659 +/- 0.023,0.659 +/- 0.023,0.324 +/- 0.047,3
TCGA-LGG,pca_logreg,2,rppa+cnv,0.647 +/- 0.009,0.637 +/- 0.008,0.640 +/- 0.008,0.303 +/- 0.020,3
TCGA-LGG,pca_logreg,2,rppa+mirna,0.638 +/- 0.006,0.635 +/- 0.006,0.636 +/- 0.007,0.279 +/- 0.014,3
TCGA-LGG,pca_logreg,3,dnam+mirna+cnv,0.643 +/- 0.010,0.641 +/- 0.009,0.641 +/- 0.010,0.288 +/- 0.022,3
TCGA-LGG,pca_logreg,3,dnam+rppa+cnv,0.672 +/- 0.012,0.668 +/- 0.013,0.668 +/- 0.013,0.346 +/- 0.024,3
TCGA-LGG,pca_logreg,3,dnam+rppa+mirna,0.642 +/- 0.006,0.639 +/- 0.006,0.640 +/- 0.007,0.284 +/- 0.012,3
TCGA-LGG,pca_logreg,3,mrna+dnam+cnv,0.668 +/- 0.015,0.666 +/- 0.015,0.667 +/- 0.015,0.338 +/- 0.029,3
TCGA-LGG,pca_logreg,3,mrna+dnam+mirna,0.645 +/- 0.011,0.643 +/- 0.010,0.645 +/- 0.011,0.293 +/- 0.024,3
TCGA-LGG,pca_logreg,3,mrna+dnam+rppa,0.659 +/- 0.021,0.656 +/- 0.021,0.657 +/- 0.021,0.320 +/- 0.043,3
TCGA-LGG,pca_logreg,3,mrna+mirna+cnv,0.672 +/- 0.010,0.670 +/- 0.010,0.671 +/- 0.010,0.346 +/- 0.018,3
TCGA-LGG,pca_logreg,3,mrna+rppa+cnv,0.657 +/- 0.003,0.653 +/- 0.004,0.654 +/- 0.004,0.316 +/- 0.004,3
TCGA-LGG,pca_logreg,3,mrna+rppa+mirna,0.665 +/- 0.013,0.663 +/- 0.013,0.664 +/- 0.013,0.331 +/- 0.027,3
TCGA-LGG,pca_logreg,3,rppa+mirna+cnv,0.639 +/- 0.013,0.634 +/- 0.013,0.635 +/- 0.013,0.279 +/- 0.026,3
TCGA-LGG,pca_logreg,4,dnam+rppa+mirna+cnv,0.651 +/- 0.014,0.648 +/- 0.016,0.649 +/- 0.015,0.305 +/- 0.028,3
TCGA-LGG,pca_logreg,4,mrna+dnam+mirna+cnv,0.653 +/- 0.021,0.652 +/- 0.021,0.654 +/- 0.021,0.307 +/- 0.043,3
TCGA-LGG,pca_logreg,4,mrna+dnam+rppa+cnv,0.660 +/- 0.005,0.657 +/- 0.005,0.658 +/- 0.005,0.322 +/- 0.011,3
TCGA-LGG,pca_logreg,4,mrna+dnam+rppa+mirna,0.662 +/- 0.016,0.660 +/- 0.016,0.661 +/- 0.016,0.325 +/- 0.032,3
TCGA-LGG,pca_logreg,4,mrna+rppa+mirna+cnv,0.650 +/- 0.003,0.647 +/- 0.002,0.648 +/- 0.003,0.304 +/- 0.006,3
TCGA-LGG,pca_logreg,5,mrna+dnam+rppa+mirna+cnv,0.660 +/- 0.012,0.657 +/- 0.012,0.659 +/- 0.011,0.323 +/- 0.023,3
TCGA-LGG,pnet,1,cnv,0.544 +/- 0.008,0.511 +/- 0.024,0.556 +/- 0.006,0.093 +/- 0.020,3
TCGA-LGG,pnet,1,dnam,0.644 +/- 0.018,0.640 +/- 0.020,0.642 +/- 0.019,0.290 +/- 0.034,3
TCGA-LGG,pnet,1,mirna,0.618 +/- 0.008,0.615 +/- 0.010,0.617 +/- 0.009,0.237 +/- 0.013,3
TCGA-LGG,pnet,1,mrna,0.688 +/- 0.004,0.686 +/- 0.005,0.687 +/- 0.004,0.378 +/- 0.008,3
TCGA-LGG,pnet,1,rppa,0.619 +/- 0.005,0.617 +/- 0.005,0.621 +/- 0.006,0.241 +/- 0.011,3
TCGA-LGG,pnet,2,dnam+cnv,0.637 +/- 0.011,0.635 +/- 0.012,0.636 +/- 0.012,0.275 +/- 0.021,3
TCGA-LGG,pnet,2,dnam+mirna,0.663 +/- 0.010,0.654 +/- 0.011,0.658 +/- 0.009,0.336 +/- 0.021,3
TCGA-LGG,pnet,2,dnam+rppa,0.659 +/- 0.014,0.654 +/- 0.011,0.656 +/- 0.012,0.322 +/- 0.029,3
TCGA-LGG,pnet,2,mirna+cnv,0.636 +/- 0.027,0.633 +/- 0.027,0.635 +/- 0.028,0.275 +/- 0.054,3
TCGA-LGG,pnet,2,mrna+cnv,0.671 +/- 0.013,0.668 +/- 0.013,0.669 +/- 0.013,0.342 +/- 0.027,3
TCGA-LGG,pnet,2,mrna+dnam,0.703 +/- 0.016,0.701 +/- 0.017,0.702 +/- 0.017,0.407 +/- 0.031,3
TCGA-LGG,pnet,2,mrna+mirna,0.691 +/- 0.002,0.689 +/- 0.003,0.691 +/- 0.003,0.386 +/- 0.003,3
TCGA-LGG,pnet,2,mrna+rppa,0.687 +/- 0.007,0.686 +/- 0.007,0.686 +/- 0.007,0.375 +/- 0.014,3
TCGA-LGG,pnet,2,rppa+cnv,0.645 +/- 0.014,0.641 +/- 0.013,0.643 +/- 0.012,0.292 +/- 0.028,3
TCGA-LGG,pnet,2,rppa+mirna,0.632 +/- 0.011,0.628 +/- 0.013,0.630 +/- 0.012,0.267 +/- 0.022,3
TCGA-LGG,pnet,3,dnam+mirna+cnv,0.643 +/- 0.010,0.638 +/- 0.012,0.640 +/- 0.010,0.290 +/- 0.019,3
TCGA-LGG,pnet,3,dnam+rppa+cnv,0.659 +/- 0.016,0.656 +/- 0.017,0.658 +/- 0.016,0.320 +/- 0.031,3
TCGA-LGG,pnet,3,dnam+rppa+mirna,0.659 +/- 0.019,0.657 +/- 0.018,0.659 +/- 0.018,0.319 +/- 0.038,3
TCGA-LGG,pnet,3,mrna+dnam+cnv,0.691 +/- 0.020,0.689 +/- 0.020,0.690 +/- 0.020,0.383 +/- 0.039,3
TCGA-LGG,pnet,3,mrna+dnam+mirna,0.675 +/- 0.010,0.668 +/- 0.011,0.671 +/- 0.010,0.356 +/- 0.019,3
TCGA-LGG,pnet,3,mrna+dnam+rppa,0.693 +/- 0.004,0.689 +/- 0.006,0.690 +/- 0.005,0.389 +/- 0.005,3
TCGA-LGG,pnet,3,mrna+mirna+cnv,0.692 +/- 0.011,0.689 +/- 0.012,0.690 +/- 0.011,0.385 +/- 0.023,3
TCGA-LGG,pnet,3,mrna+rppa+cnv,0.692 +/- 0.015,0.689 +/- 0.015,0.690 +/- 0.015,0.386 +/- 0.029,3
TCGA-LGG,pnet,3,mrna+rppa+mirna,0.677 +/- 0.011,0.674 +/- 0.012,0.676 +/- 0.012,0.356 +/- 0.022,3
TCGA-LGG,pnet,3,rppa+mirna+cnv,0.642 +/- 0.013,0.639 +/- 0.013,0.640 +/- 0.013,0.286 +/- 0.026,3
TCGA-LGG,pnet,4,dnam+rppa+mirna+cnv,0.653 +/- 0.014,0.649 +/- 0.014,0.650 +/- 0.014,0.309 +/- 0.029,3
TCGA-LGG,pnet,4,mrna+dnam+mirna+cnv,0.694 +/- 0.006,0.690 +/- 0.005,0.692 +/- 0.004,0.390 +/- 0.012,3
TCGA-LGG,pnet,4,mrna+dnam+rppa+cnv,0.697 +/- 0.005,0.693 +/- 0.004,0.694 +/- 0.005,0.396 +/- 0.011,3
TCGA-LGG,pnet,4,mrna+dnam+rppa+mirna,0.682 +/- 0.008,0.677 +/- 0.008,0.679 +/- 0.009,0.369 +/- 0.018,3
TCGA-LGG,pnet,4,mrna+rppa+mirna+cnv,0.688 +/- 0.006,0.686 +/- 0.006,0.686 +/- 0.006,0.378 +/- 0.013,3
TCGA-LGG,pnet,5,mrna+dnam+rppa+mirna+cnv,0.687 +/- 0.006,0.684 +/- 0.007,0.685 +/- 0.007,0.376 +/- 0.012,3
TCGA-LGG,svm_early,1,cnv,0.613 +/- 0.006,0.582 +/- 0.008,0.600 +/- 0.006,0.251 +/- 0.017,3
TCGA-LGG,svm_early,1,dnam,0.673 +/- 0.012,0.667 +/- 0.010,0.669 +/- 0.011,0.352 +/- 0.024,3
TCGA-LGG,svm_early,1,mirna,0.667 +/- 0.008,0.659 +/- 0.011,0.662 +/- 0.009,0.340 +/- 0.014,3
TCGA-LGG,svm_early,1,mrna,0.684 +/- 0.020,0.677 +/- 0.020,0.679 +/- 0.020,0.373 +/- 0.042,3
TCGA-LGG,svm_early,1,rppa,0.606 +/- 0.004,0.600 +/- 0.009,0.604 +/- 0.006,0.216 +/- 0.003,3
TCGA-LGG,svm_early,2,dnam+cnv,0.666 +/- 0.004,0.657 +/- 0.002,0.660 +/- 0.003,0.339 +/- 0.011,3
TCGA-LGG,svm_early,2,dnam+mirna,0.663 +/- 0.006,0.659 +/- 0.005,0.660 +/- 0.005,0.329 +/- 0.015,3
TCGA-LGG,svm_early,2,dnam+rppa,0.668 +/- 0.011,0.662 +/- 0.013,0.664 +/- 0.012,0.340 +/- 0.018,3
TCGA-LGG,svm_early,2,mirna+cnv,0.650 +/- 0.008,0.643 +/- 0.007,0.645 +/- 0.008,0.307 +/- 0.018,3
TCGA-LGG,svm_early,2,mrna+cnv,0.684 +/- 0.020,0.678 +/- 0.020,0.679 +/- 0.020,0.375 +/- 0.042,3
TCGA-LGG,svm_early,2,mrna+dnam,0.694 +/- 0.016,0.689 +/- 0.018,0.691 +/- 0.017,0.391 +/- 0.031,3
TCGA-LGG,svm_early,2,mrna+mirna,0.685 +/- 0.009,0.681 +/- 0.009,0.682 +/- 0.008,0.373 +/- 0.017,3
TCGA-LGG,svm_early,2,mrna+rppa,0.683 +/- 0.006,0.677 +/- 0.006,0.678 +/- 0.006,0.370 +/- 0.013,3
TCGA-LGG,svm_early,2,rppa+cnv,0.650 +/- 0.011,0.638 +/- 0.010,0.643 +/- 0.010,0.313 +/- 0.024,3
TCGA-LGG,svm_early,2,rppa+mirna,0.652 +/- 0.007,0.646 +/- 0.006,0.648 +/- 0.008,0.309 +/- 0.017,3
TCGA-LGG,svm_early,3,dnam+mirna+cnv,0.654 +/- 0.011,0.650 +/- 0.012,0.651 +/- 0.011,0.312 +/- 0.021,3
TCGA-LGG,svm_early,3,dnam+rppa+cnv,0.676 +/- 0.018,0.670 +/- 0.017,0.671 +/- 0.018,0.356 +/- 0.038,3
TCGA-LGG,svm_early,3,dnam+rppa+mirna,0.651 +/- 0.018,0.648 +/- 0.019,0.649 +/- 0.019,0.303 +/- 0.037,3
TCGA-LGG,svm_early,3,mrna+dnam+cnv,0.694 +/- 0.010,0.689 +/- 0.010,0.690 +/- 0.010,0.391 +/- 0.020,3
TCGA-LGG,svm_early,3,mrna+dnam+mirna,0.693 +/- 0.005,0.689 +/- 0.005,0.691 +/- 0.005,0.388 +/- 0.011,3
TCGA-LGG,svm_early,3,mrna+dnam+rppa,0.682 +/- 0.006,0.678 +/- 0.007,0.679 +/- 0.007,0.366 +/- 0.012,3
TCGA-LGG,svm_early,3,mrna+mirna+cnv,0.687 +/- 0.006,0.683 +/- 0.005,0.684 +/- 0.005,0.379 +/- 0.011,3
TCGA-LGG,svm_early,3,mrna+rppa+cnv,0.685 +/- 0.009,0.679 +/- 0.010,0.681 +/- 0.009,0.375 +/- 0.018,3
TCGA-LGG,svm_early,3,mrna+rppa+mirna,0.693 +/- 0.005,0.689 +/- 0.006,0.690 +/- 0.005,0.391 +/- 0.009,3
TCGA-LGG,svm_early,3,rppa+mirna+cnv,0.649 +/- 0.011,0.642 +/- 0.010,0.644 +/- 0.010,0.302 +/- 0.022,3
TCGA-LGG,svm_early,4,dnam+rppa+mirna+cnv,0.661 +/- 0.019,0.657 +/- 0.020,0.659 +/- 0.019,0.326 +/- 0.038,3
TCGA-LGG,svm_early,4,mrna+dnam+mirna+cnv,0.685 +/- 0.006,0.682 +/- 0.006,0.683 +/- 0.006,0.372 +/- 0.011,3
TCGA-LGG,svm_early,4,mrna+dnam+rppa+cnv,0.682 +/- 0.014,0.678 +/- 0.014,0.679 +/- 0.014,0.367 +/- 0.027,3
TCGA-LGG,svm_early,4,mrna+dnam+rppa+mirna,0.687 +/- 0.006,0.684 +/- 0.007,0.686 +/- 0.006,0.377 +/- 0.009,3
TCGA-LGG,svm_early,4,mrna+rppa+mirna+cnv,0.685 +/- 0.009,0.681 +/- 0.008,0.682 +/- 0.008,0.374 +/- 0.021,3
TCGA-LGG,svm_early,5,mrna+dnam+rppa+mirna+cnv,0.689 +/- 0.010,0.686 +/- 0.010,0.687 +/- 0.010,0.381 +/- 0.021,3
